# Assembly name:  EquCab3.0
# Organism name:  Equus caballus (horse)
# Infraspecific name:  breed=thoroughbred
# Isolate:  Twilight
# Sex:  female
# Taxid:          9796
# BioSample:      SAMN02953672
# BioProject:     PRJNA421018
# Submitter:      University of Louisville
# Date:           2018-01-05
# Assembly type:  haploid
# Release type:   major
# Assembly level: Chromosome
# Genome representation: full
# WGS project:    PJAA01
# Assembly method: Celera Assembler v. 2017; HiRise v. 2017
# Expected final version: yes
# Genome coverage: 88.0x
# Sequencing technology: Sanger; Illumina HiSeq; PacBio
# RefSeq category: Representative Genome
# GenBank assembly accession: GCA_002863925.1
# RefSeq assembly accession: GCF_002863925.1
# RefSeq assembly and GenBank assemblies identical: no
#
## Assembly-Units:
## GenBank Unit Accession	RefSeq Unit Accession	Assembly-Unit name
## GCA_002863935.1	GCF_002863935.1	Primary Assembly
## 	GCF_000215765.1	non-nuclear
#
# Ordered by chromosome/plasmid; the chromosomes/plasmids are followed by
# unlocalized scaffolds.
# Unplaced scaffolds are listed at the end.
# RefSeq is equal or derived from GenBank object.
#
# Sequence-Name	Sequence-Role	Assigned-Molecule	Assigned-Molecule-Location/Type	GenBank-Accn	Relationship	RefSeq-Accn	Assembly-Unit	Sequence-Length	UCSC-style-name
Contig68490	unplaced-scaffold	na	na	PJAA01004123.1	=	NW_019645534.1	Primary Assembly	177976	na
Contig68496	unplaced-scaffold	na	na	PJAA01004124.1	=	NW_019645535.1	Primary Assembly	3684	na
Contig68534	unplaced-scaffold	na	na	PJAA01004125.1	=	NW_019645539.1	Primary Assembly	4033	na
Contig68738	unplaced-scaffold	na	na	PJAA01004126.1	=	NW_019645550.1	Primary Assembly	3933	na
Contig68767	unplaced-scaffold	na	na	PJAA01004127.1	=	NW_019645553.1	Primary Assembly	31352	na
Contig68891	unplaced-scaffold	na	na	PJAA01004128.1	=	NW_019645563.1	Primary Assembly	85340	na
Contig68926	unplaced-scaffold	na	na	PJAA01004129.1	=	NW_019645566.1	Primary Assembly	3093	na
Contig68974	unplaced-scaffold	na	na	PJAA01004130.1	=	NW_019645570.1	Primary Assembly	558011	na
Contig69072	unplaced-scaffold	na	na	PJAA01004131.1	=	NW_019645581.1	Primary Assembly	5684	na
Contig69111	unplaced-scaffold	na	na	PJAA01004132.1	=	NW_019645585.1	Primary Assembly	3397	na
Contig69145	unplaced-scaffold	na	na	PJAA01004133.1	=	NW_019645587.1	Primary Assembly	4213	na
Contig69174	unplaced-scaffold	na	na	PJAA01004134.1	=	NW_019645591.1	Primary Assembly	7176	na
Contig69192	unplaced-scaffold	na	na	PJAA01004135.1	=	NW_019645592.1	Primary Assembly	16121	na
Contig69215	unplaced-scaffold	na	na	PJAA01004136.1	=	NW_019645595.1	Primary Assembly	3665	na
Contig69243	unplaced-scaffold	na	na	PJAA01004137.1	=	NW_019645599.1	Primary Assembly	5059	na
Contig69270	unplaced-scaffold	na	na	PJAA01004138.1	=	NW_019645602.1	Primary Assembly	13150	na
Contig69281	unplaced-scaffold	na	na	PJAA01004139.1	=	NW_019645604.1	Primary Assembly	3190	na
Contig69292	unplaced-scaffold	na	na	PJAA01004140.1	=	NW_019645606.1	Primary Assembly	8816	na
Contig69302	unplaced-scaffold	na	na	PJAA01004141.1	=	NW_019645607.1	Primary Assembly	39315	na
Contig69477	unplaced-scaffold	na	na	PJAA01004142.1	=	NW_019645621.1	Primary Assembly	103005	na
Contig69497	unplaced-scaffold	na	na	PJAA01004143.1	=	NW_019645622.1	Primary Assembly	5944	na
Contig69525	unplaced-scaffold	na	na	PJAA01004144.1	=	NW_019645626.1	Primary Assembly	69564	na
Contig69594	unplaced-scaffold	na	na	PJAA01004145.1	=	NW_019645633.1	Primary Assembly	5894	na
Contig69613	unplaced-scaffold	na	na	PJAA01004146.1	=	NW_019645636.1	Primary Assembly	37026	na
Contig69659	unplaced-scaffold	na	na	PJAA01004147.1	=	NW_019645639.1	Primary Assembly	4395	na
Contig69715	unplaced-scaffold	na	na	PJAA01004148.1	=	NW_019645647.1	Primary Assembly	3124	na
Contig69757	unplaced-scaffold	na	na	PJAA01004149.1	=	NW_019645651.1	Primary Assembly	8290	na
Contig69763	unplaced-scaffold	na	na	PJAA01004150.1	=	NW_019645653.1	Primary Assembly	239299	na
Contig69765	unplaced-scaffold	na	na	PJAA01004151.1	=	NW_019645654.1	Primary Assembly	7266	na
Contig69839	unplaced-scaffold	na	na	PJAA01004152.1	=	NW_019645660.1	Primary Assembly	48137	na
Contig69867	unplaced-scaffold	na	na	PJAA01004153.1	=	NW_019645662.1	Primary Assembly	3196	na
Contig69896	unplaced-scaffold	na	na	PJAA01004154.1	=	NW_019645665.1	Primary Assembly	7197	na
Contig69918	unplaced-scaffold	na	na	PJAA01004155.1	=	NW_019645668.1	Primary Assembly	91923	na
Contig70115	unplaced-scaffold	na	na	PJAA01004156.1	=	NW_019645683.1	Primary Assembly	411579	na
Contig70158	unplaced-scaffold	na	na	PJAA01004157.1	=	NW_019645686.1	Primary Assembly	3129	na
Contig70179	unplaced-scaffold	na	na	PJAA01004158.1	=	NW_019645689.1	Primary Assembly	5145	na
Contig70217	unplaced-scaffold	na	na	PJAA01004159.1	=	NW_019645691.1	Primary Assembly	61258	na
Contig70284	unplaced-scaffold	na	na	PJAA01004160.1	=	NW_019645695.1	Primary Assembly	3727	na
Contig70303	unplaced-scaffold	na	na	PJAA01004161.1	=	NW_019645698.1	Primary Assembly	3213	na
Contig70315	unplaced-scaffold	na	na	PJAA01004162.1	=	NW_019645699.1	Primary Assembly	3767	na
Contig70316	unplaced-scaffold	na	na	PJAA01004163.1	=	NW_019645700.1	Primary Assembly	3178	na
Contig70438	unplaced-scaffold	na	na	PJAA01004164.1	=	NW_019645707.1	Primary Assembly	3312	na
Contig70490	unplaced-scaffold	na	na	PJAA01004165.1	=	NW_019645711.1	Primary Assembly	3754	na
Contig70503	unplaced-scaffold	na	na	PJAA01004166.1	=	NW_019645713.1	Primary Assembly	86442	na
Contig70724	unplaced-scaffold	na	na	PJAA01004167.1	=	NW_019645729.1	Primary Assembly	3768	na
Contig70742	unplaced-scaffold	na	na	PJAA01004168.1	=	NW_019645732.1	Primary Assembly	6536	na
Contig70747	unplaced-scaffold	na	na	PJAA01004169.1	=	NW_019645733.1	Primary Assembly	3350	na
Contig70798	unplaced-scaffold	na	na	PJAA01004170.1	=	NW_019645736.1	Primary Assembly	13486	na
Contig70808	unplaced-scaffold	na	na	PJAA01004171.1	=	NW_019645737.1	Primary Assembly	7159	na
Contig70832	unplaced-scaffold	na	na	PJAA01004172.1	=	NW_019645741.1	Primary Assembly	3381	na
Contig70964	unplaced-scaffold	na	na	PJAA01004173.1	=	NW_019645751.1	Primary Assembly	9502	na
Contig70987	unplaced-scaffold	na	na	PJAA01004174.1	=	NW_019645753.1	Primary Assembly	64135	na
Contig71081	unplaced-scaffold	na	na	PJAA01004175.1	=	NW_019645756.1	Primary Assembly	5012	na
Contig71097	unplaced-scaffold	na	na	PJAA01004176.1	=	NW_019645757.1	Primary Assembly	6895	na
Contig71143	unplaced-scaffold	na	na	PJAA01004177.1	=	NW_019645758.1	Primary Assembly	89202	na
Contig71147	unplaced-scaffold	na	na	PJAA01004178.1	=	NW_019645759.1	Primary Assembly	3504	na
Contig71178	unplaced-scaffold	na	na	PJAA01004179.1	=	NW_019645760.1	Primary Assembly	14906	na
Contig71285	unplaced-scaffold	na	na	PJAA01004180.1	=	NW_019645762.1	Primary Assembly	3740	na
Contig71324	unplaced-scaffold	na	na	PJAA01004181.1	=	NW_019645763.1	Primary Assembly	13311	na
Contig71461	unplaced-scaffold	na	na	PJAA01004182.1	=	NW_019645767.1	Primary Assembly	80505	na
Contig71478	unplaced-scaffold	na	na	PJAA01004183.1	=	NW_019645768.1	Primary Assembly	6552	na
Contig71513	unplaced-scaffold	na	na	PJAA01004184.1	=	NW_019645769.1	Primary Assembly	3038	na
Contig71531	unplaced-scaffold	na	na	PJAA01004185.1	=	NW_019645770.1	Primary Assembly	3902	na
Contig71547	unplaced-scaffold	na	na	PJAA01004186.1	=	NW_019645771.1	Primary Assembly	4209	na
Contig71597	unplaced-scaffold	na	na	PJAA01004187.1	=	NW_019645772.1	Primary Assembly	3596	na
Contig71663	unplaced-scaffold	na	na	PJAA01004188.1	=	NW_019645773.1	Primary Assembly	5479	na
Contig71722	unplaced-scaffold	na	na	PJAA01004189.1	=	NW_019645774.1	Primary Assembly	4203	na
Contig71935	unplaced-scaffold	na	na	PJAA01004190.1	=	NW_019645776.1	Primary Assembly	7141	na
Contig71973	unplaced-scaffold	na	na	PJAA01004191.1	=	NW_019645777.1	Primary Assembly	18759	na
Contig71982	unplaced-scaffold	na	na	PJAA01004192.1	=	NW_019645778.1	Primary Assembly	7274	na
Contig71999	unplaced-scaffold	na	na	PJAA01004193.1	=	NW_019645779.1	Primary Assembly	5013	na
Contig72001	unplaced-scaffold	na	na	PJAA01004194.1	=	NW_019645781.1	Primary Assembly	31439	na
Contig72010	unplaced-scaffold	na	na	PJAA01004195.1	=	NW_019645783.1	Primary Assembly	109930	na
Contig72109	unplaced-scaffold	na	na	PJAA01004196.1	=	NW_019645784.1	Primary Assembly	3259	na
Contig72122	unplaced-scaffold	na	na	PJAA01004197.1	=	NW_019645785.1	Primary Assembly	3268	na
Contig72146	unplaced-scaffold	na	na	PJAA01004198.1	=	NW_019645786.1	Primary Assembly	6170	na
Contig72207	unplaced-scaffold	na	na	PJAA01004199.1	=	NW_019645788.1	Primary Assembly	3150	na
Contig72221	unplaced-scaffold	na	na	PJAA01004200.1	=	NW_019645789.1	Primary Assembly	5388	na
Contig72297	unplaced-scaffold	na	na	PJAA01004201.1	=	NW_019645790.1	Primary Assembly	7163	na
Contig72391	unplaced-scaffold	na	na	PJAA01004202.1	=	NW_019645791.1	Primary Assembly	44450	na
Contig72405	unplaced-scaffold	na	na	PJAA01004203.1	=	NW_019645792.1	Primary Assembly	175297	na
Contig72418	unplaced-scaffold	na	na	PJAA01004204.1	=	NW_019645793.1	Primary Assembly	4465	na
Contig72425	unplaced-scaffold	na	na	PJAA01004205.1	=	NW_019645794.1	Primary Assembly	6738	na
Contig72553	unplaced-scaffold	na	na	PJAA01004206.1	=	NW_019645796.1	Primary Assembly	9306	na
Contig72637	unplaced-scaffold	na	na	PJAA01004207.1	=	NW_019645797.1	Primary Assembly	27565	na
Contig72675	unplaced-scaffold	na	na	PJAA01004208.1	=	NW_019645798.1	Primary Assembly	40185	na
Contig72684	unplaced-scaffold	na	na	PJAA01004209.1	=	NW_019645799.1	Primary Assembly	13317	na
Contig72743	unplaced-scaffold	na	na	PJAA01004210.1	=	NW_019645800.1	Primary Assembly	10719	na
Contig72758	unplaced-scaffold	na	na	PJAA01004211.1	=	NW_019645801.1	Primary Assembly	9350	na
Contig72835	unplaced-scaffold	na	na	PJAA01004212.1	=	NW_019645802.1	Primary Assembly	14193	na
Contig72859	unplaced-scaffold	na	na	PJAA01004213.1	=	NW_019645803.1	Primary Assembly	10087	na
Contig72868	unplaced-scaffold	na	na	PJAA01004214.1	=	NW_019645804.1	Primary Assembly	9973	na
Contig72953	unplaced-scaffold	na	na	PJAA01004215.1	=	NW_019645805.1	Primary Assembly	231130	na
Contig73136	unplaced-scaffold	na	na	PJAA01004216.1	=	NW_019645808.1	Primary Assembly	5232	na
Contig73161	unplaced-scaffold	na	na	PJAA01004217.1	=	NW_019645809.1	Primary Assembly	124168	na
Contig73171	unplaced-scaffold	na	na	PJAA01004218.1	=	NW_019645810.1	Primary Assembly	8850	na
Contig73215	unplaced-scaffold	na	na	PJAA01004219.1	=	NW_019645812.1	Primary Assembly	8115	na
Contig73274	unplaced-scaffold	na	na	PJAA01004220.1	=	NW_019645813.1	Primary Assembly	7369	na
Contig73322	unplaced-scaffold	na	na	PJAA01004221.1	=	NW_019645814.1	Primary Assembly	4098	na
Contig73329	unplaced-scaffold	na	na	PJAA01004222.1	=	NW_019645815.1	Primary Assembly	84474	na
Contig73432	unplaced-scaffold	na	na	PJAA01004223.1	=	NW_019645816.1	Primary Assembly	6222	na
Contig73534	unplaced-scaffold	na	na	PJAA01004224.1	=	NW_019645817.1	Primary Assembly	40958	na
Contig73563	unplaced-scaffold	na	na	PJAA01004225.1	=	NW_019645818.1	Primary Assembly	6769	na
Contig73574	unplaced-scaffold	na	na	PJAA01004226.1	=	NW_019645819.1	Primary Assembly	17112	na
Contig73616	unplaced-scaffold	na	na	PJAA01004227.1	=	NW_019645820.1	Primary Assembly	3284	na
Contig73618	unplaced-scaffold	na	na	PJAA01004228.1	=	NW_019645821.1	Primary Assembly	10233	na
Contig73624	unplaced-scaffold	na	na	PJAA01004229.1	=	NW_019645822.1	Primary Assembly	60264	na
Contig73625	unplaced-scaffold	na	na	PJAA01004230.1	=	NW_019645823.1	Primary Assembly	30318	na
Contig73644	unplaced-scaffold	na	na	PJAA01004231.1	=	NW_019645824.1	Primary Assembly	11464	na
Contig73679	unplaced-scaffold	na	na	PJAA01004232.1	=	NW_019645825.1	Primary Assembly	3277	na
Contig73712	unplaced-scaffold	na	na	PJAA01004233.1	=	NW_019645827.1	Primary Assembly	38265	na
Contig73723	unplaced-scaffold	na	na	PJAA01004234.1	=	NW_019645828.1	Primary Assembly	7932	na
Contig73732	unplaced-scaffold	na	na	PJAA01004235.1	=	NW_019645829.1	Primary Assembly	105471	na
Contig73755	unplaced-scaffold	na	na	PJAA01004236.1	=	NW_019645830.1	Primary Assembly	3872	na
Contig73779	unplaced-scaffold	na	na	PJAA01004237.1	=	NW_019645832.1	Primary Assembly	3347	na
Contig73782	unplaced-scaffold	na	na	PJAA01004238.1	=	NW_019645833.1	Primary Assembly	3695	na
Contig73896	unplaced-scaffold	na	na	PJAA01004239.1	=	NW_019645834.1	Primary Assembly	12662	na
Contig73984	unplaced-scaffold	na	na	PJAA01004240.1	=	NW_019645835.1	Primary Assembly	23063	na
Contig73996	unplaced-scaffold	na	na	PJAA01004241.1	=	NW_019645836.1	Primary Assembly	3654	na
Contig74000	unplaced-scaffold	na	na	PJAA01004242.1	=	NW_019645838.1	Primary Assembly	23843	na
Contig74003	unplaced-scaffold	na	na	PJAA01004243.1	=	NW_019645839.1	Primary Assembly	3985	na
Contig74015	unplaced-scaffold	na	na	PJAA01004244.1	=	NW_019645840.1	Primary Assembly	7647	na
Contig74079	unplaced-scaffold	na	na	PJAA01004245.1	=	NW_019645841.1	Primary Assembly	132373	na
Contig74161	unplaced-scaffold	na	na	PJAA01004246.1	=	NW_019645843.1	Primary Assembly	15630	na
Contig74199	unplaced-scaffold	na	na	PJAA01004247.1	=	NW_019645844.1	Primary Assembly	18401	na
Contig74207	unplaced-scaffold	na	na	PJAA01004248.1	=	NW_019645845.1	Primary Assembly	6457	na
Contig74340	unplaced-scaffold	na	na	PJAA01004249.1	=	NW_019645846.1	Primary Assembly	50057	na
Contig74370	unplaced-scaffold	na	na	PJAA01004250.1	=	NW_019645847.1	Primary Assembly	5261	na
Contig74573	unplaced-scaffold	na	na	PJAA01004251.1	=	NW_019645848.1	Primary Assembly	15821	na
Contig74716	unplaced-scaffold	na	na	PJAA01004252.1	=	NW_019645849.1	Primary Assembly	32559	na
Contig74778	unplaced-scaffold	na	na	PJAA01004253.1	=	NW_019645850.1	Primary Assembly	3788	na
Contig74780	unplaced-scaffold	na	na	PJAA01004254.1	=	NW_019645851.1	Primary Assembly	5963	na
Contig74788	unplaced-scaffold	na	na	PJAA01004255.1	=	NW_019645852.1	Primary Assembly	3015	na
Contig74843	unplaced-scaffold	na	na	PJAA01004256.1	=	NW_019645853.1	Primary Assembly	6185	na
Contig74863	unplaced-scaffold	na	na	PJAA01004257.1	=	NW_019645854.1	Primary Assembly	3270	na
Contig74886	unplaced-scaffold	na	na	PJAA01004258.1	=	NW_019645855.1	Primary Assembly	3534	na
Contig74967	unplaced-scaffold	na	na	PJAA01004259.1	=	NW_019645857.1	Primary Assembly	5082	na
Contig75015	unplaced-scaffold	na	na	PJAA01004260.1	=	NW_019645859.1	Primary Assembly	3569	na
Contig75042	unplaced-scaffold	na	na	PJAA01004261.1	=	NW_019645860.1	Primary Assembly	16486	na
Contig75075	unplaced-scaffold	na	na	PJAA01004262.1	=	NW_019645861.1	Primary Assembly	256731	na
Contig75297	unplaced-scaffold	na	na	PJAA01004263.1	=	NW_019645864.1	Primary Assembly	7274	na
Contig75311	unplaced-scaffold	na	na	PJAA01004264.1	=	NW_019645865.1	Primary Assembly	30291	na
Contig75358	unplaced-scaffold	na	na	PJAA01004265.1	=	NW_019645866.1	Primary Assembly	3576	na
Contig75379	unplaced-scaffold	na	na	PJAA01004266.1	=	NW_019645868.1	Primary Assembly	4759	na
Contig75473	unplaced-scaffold	na	na	PJAA01004267.1	=	NW_019645870.1	Primary Assembly	6581	na
Contig75564	unplaced-scaffold	na	na	PJAA01004268.1	=	NW_019645871.1	Primary Assembly	44965	na
Contig75680	unplaced-scaffold	na	na	PJAA01004269.1	=	NW_019645873.1	Primary Assembly	334576	na
Contig75764	unplaced-scaffold	na	na	PJAA01004270.1	=	NW_019645875.1	Primary Assembly	4179	na
Contig75777	unplaced-scaffold	na	na	PJAA01004271.1	=	NW_019645876.1	Primary Assembly	8847	na
Contig75789	unplaced-scaffold	na	na	PJAA01004272.1	=	NW_019645877.1	Primary Assembly	11078	na
Contig75827	unplaced-scaffold	na	na	PJAA01004273.1	=	NW_019645878.1	Primary Assembly	3857	na
Contig75841	unplaced-scaffold	na	na	PJAA01004274.1	=	NW_019645879.1	Primary Assembly	3332	na
Contig75855	unplaced-scaffold	na	na	PJAA01004275.1	=	NW_019645880.1	Primary Assembly	4018	na
Contig75894	unplaced-scaffold	na	na	PJAA01004276.1	=	NW_019645881.1	Primary Assembly	8483	na
Contig75945	unplaced-scaffold	na	na	PJAA01004277.1	=	NW_019645882.1	Primary Assembly	65895	na
Contig75954	unplaced-scaffold	na	na	PJAA01004278.1	=	NW_019645883.1	Primary Assembly	3843	na
Contig76044	unplaced-scaffold	na	na	PJAA01004279.1	=	NW_019645886.1	Primary Assembly	27850	na
Contig76052	unplaced-scaffold	na	na	PJAA01004280.1	=	NW_019645887.1	Primary Assembly	80576	na
Contig76056	unplaced-scaffold	na	na	PJAA01004281.1	=	NW_019645888.1	Primary Assembly	41971	na
Contig76068	unplaced-scaffold	na	na	PJAA01004282.1	=	NW_019645889.1	Primary Assembly	5994	na
Contig76106	unplaced-scaffold	na	na	PJAA01004283.1	=	NW_019645890.1	Primary Assembly	47474	na
Contig76118	unplaced-scaffold	na	na	PJAA01004284.1	=	NW_019645891.1	Primary Assembly	3295	na
Contig76173	unplaced-scaffold	na	na	PJAA01004285.1	=	NW_019645892.1	Primary Assembly	17361	na
Contig76312	unplaced-scaffold	na	na	PJAA01004286.1	=	NW_019645893.1	Primary Assembly	5604	na
Contig76318	unplaced-scaffold	na	na	PJAA01004287.1	=	NW_019645894.1	Primary Assembly	88922	na
Contig76344	unplaced-scaffold	na	na	PJAA01004288.1	=	NW_019645895.1	Primary Assembly	43082	na
Contig76349	unplaced-scaffold	na	na	PJAA01004289.1	=	NW_019645896.1	Primary Assembly	3498	na
Contig76408	unplaced-scaffold	na	na	PJAA01004290.1	=	NW_019645897.1	Primary Assembly	5543	na
Contig76439	unplaced-scaffold	na	na	PJAA01004291.1	=	NW_019645898.1	Primary Assembly	3000	na
Contig76502	unplaced-scaffold	na	na	PJAA01004292.1	=	NW_019645899.1	Primary Assembly	5388	na
Contig76534	unplaced-scaffold	na	na	PJAA01004293.1	=	NW_019645900.1	Primary Assembly	6974	na
Contig76615	unplaced-scaffold	na	na	PJAA01004294.1	=	NW_019645901.1	Primary Assembly	9482	na
Contig76676	unplaced-scaffold	na	na	PJAA01004295.1	=	NW_019645902.1	Primary Assembly	3092	na
Contig76739	unplaced-scaffold	na	na	PJAA01004296.1	=	NW_019645903.1	Primary Assembly	4293	na
Contig76786	unplaced-scaffold	na	na	PJAA01004297.1	=	NW_019645904.1	Primary Assembly	3119	na
Contig76836	unplaced-scaffold	na	na	PJAA01004298.1	=	NW_019645905.1	Primary Assembly	7487	na
Contig76846	unplaced-scaffold	na	na	PJAA01004299.1	=	NW_019645906.1	Primary Assembly	9369	na
Contig76863	unplaced-scaffold	na	na	PJAA01004300.1	=	NW_019645907.1	Primary Assembly	76988	na
Contig76874	unplaced-scaffold	na	na	PJAA01004301.1	=	NW_019645908.1	Primary Assembly	5728	na
Contig76878	unplaced-scaffold	na	na	PJAA01004302.1	=	NW_019645909.1	Primary Assembly	3364	na
Contig76879	unplaced-scaffold	na	na	PJAA01004303.1	=	NW_019645910.1	Primary Assembly	9756	na
Contig76912	unplaced-scaffold	na	na	PJAA01004304.1	=	NW_019645911.1	Primary Assembly	8157	na
Contig76988	unplaced-scaffold	na	na	PJAA01004305.1	=	NW_019645912.1	Primary Assembly	6025	na
Contig77039	unplaced-scaffold	na	na	PJAA01004306.1	=	NW_019645914.1	Primary Assembly	3422	na
Contig77205	unplaced-scaffold	na	na	PJAA01004307.1	=	NW_019645918.1	Primary Assembly	145175	na
Contig77226	unplaced-scaffold	na	na	PJAA01004308.1	=	NW_019645919.1	Primary Assembly	28494	na
Contig77322	unplaced-scaffold	na	na	PJAA01004309.1	=	NW_019645920.1	Primary Assembly	83721	na
Contig77333	unplaced-scaffold	na	na	PJAA01004310.1	=	NW_019645921.1	Primary Assembly	3946	na
Contig77335	unplaced-scaffold	na	na	PJAA01004311.1	=	NW_019645922.1	Primary Assembly	5952	na
Contig77374	unplaced-scaffold	na	na	PJAA01004312.1	=	NW_019645923.1	Primary Assembly	5112	na
Contig77389	unplaced-scaffold	na	na	PJAA01004313.1	=	NW_019645924.1	Primary Assembly	3347	na
Contig77391	unplaced-scaffold	na	na	PJAA01004314.1	=	NW_019645925.1	Primary Assembly	3350	na
Contig77402	unplaced-scaffold	na	na	PJAA01004315.1	=	NW_019645926.1	Primary Assembly	7016	na
Contig77476	unplaced-scaffold	na	na	PJAA01004316.1	=	NW_019645927.1	Primary Assembly	45106	na
Contig77569	unplaced-scaffold	na	na	PJAA01004317.1	=	NW_019645930.1	Primary Assembly	3329	na
Contig77637	unplaced-scaffold	na	na	PJAA01004318.1	=	NW_019645931.1	Primary Assembly	5446	na
Contig77776	unplaced-scaffold	na	na	PJAA01004319.1	=	NW_019645932.1	Primary Assembly	81433	na
Contig77795	unplaced-scaffold	na	na	PJAA01004320.1	=	NW_019645933.1	Primary Assembly	8370	na
Contig77801	unplaced-scaffold	na	na	PJAA01004321.1	=	NW_019645934.1	Primary Assembly	4886	na
Contig77804	unplaced-scaffold	na	na	PJAA01004322.1	=	NW_019645935.1	Primary Assembly	8208	na
Contig77808	unplaced-scaffold	na	na	PJAA01004323.1	=	NW_019645936.1	Primary Assembly	3212	na
Contig77813	unplaced-scaffold	na	na	PJAA01004324.1	=	NW_019645937.1	Primary Assembly	13960	na
Contig77871	unplaced-scaffold	na	na	PJAA01004325.1	=	NW_019645938.1	Primary Assembly	9000	na
Contig77890	unplaced-scaffold	na	na	PJAA01004326.1	=	NW_019645939.1	Primary Assembly	9685	na
Contig77940	unplaced-scaffold	na	na	PJAA01004327.1	=	NW_019645940.1	Primary Assembly	3421	na
Contig77962	unplaced-scaffold	na	na	PJAA01004328.1	=	NW_019645941.1	Primary Assembly	5069	na
Contig78125	unplaced-scaffold	na	na	PJAA01004329.1	=	NW_019645943.1	Primary Assembly	13179	na
Contig78133	unplaced-scaffold	na	na	PJAA01004330.1	=	NW_019645944.1	Primary Assembly	38494	na
Contig78138	unplaced-scaffold	na	na	PJAA01004331.1	=	NW_019645945.1	Primary Assembly	165527	na
Contig78171	unplaced-scaffold	na	na	PJAA01004332.1	=	NW_019645946.1	Primary Assembly	8322	na
Contig78221	unplaced-scaffold	na	na	PJAA01004333.1	=	NW_019645947.1	Primary Assembly	5758	na
Contig78306	unplaced-scaffold	na	na	PJAA01004334.1	=	NW_019645948.1	Primary Assembly	58020	na
Contig78374	unplaced-scaffold	na	na	PJAA01004335.1	=	NW_019645949.1	Primary Assembly	56858	na
Contig78383	unplaced-scaffold	na	na	PJAA01004336.1	=	NW_019645950.1	Primary Assembly	4650	na
Contig78401	unplaced-scaffold	na	na	PJAA01004337.1	=	NW_019645951.1	Primary Assembly	4242	na
Contig78434	unplaced-scaffold	na	na	PJAA01004338.1	=	NW_019645952.1	Primary Assembly	58733	na
Contig78470	unplaced-scaffold	na	na	PJAA01004339.1	=	NW_019645953.1	Primary Assembly	7594	na
Contig78495	unplaced-scaffold	na	na	PJAA01004340.1	=	NW_019645954.1	Primary Assembly	6566	na
Contig78506	unplaced-scaffold	na	na	PJAA01004341.1	=	NW_019645955.1	Primary Assembly	7525	na
Contig78509	unplaced-scaffold	na	na	PJAA01004342.1	=	NW_019645956.1	Primary Assembly	14376	na
Contig78526	unplaced-scaffold	na	na	PJAA01004343.1	=	NW_019645957.1	Primary Assembly	5125	na
Contig78580	unplaced-scaffold	na	na	PJAA01004344.1	=	NW_019645958.1	Primary Assembly	3186	na
Contig78602	unplaced-scaffold	na	na	PJAA01004345.1	=	NW_019645959.1	Primary Assembly	5999	na
Contig78667	unplaced-scaffold	na	na	PJAA01004346.1	=	NW_019645960.1	Primary Assembly	6785	na
Contig78750	unplaced-scaffold	na	na	PJAA01004347.1	=	NW_019645961.1	Primary Assembly	3133	na
Contig78847	unplaced-scaffold	na	na	PJAA01004348.1	=	NW_019645963.1	Primary Assembly	7332	na
Contig78885	unplaced-scaffold	na	na	PJAA01004349.1	=	NW_019645964.1	Primary Assembly	5129	na
Contig78889	unplaced-scaffold	na	na	PJAA01004350.1	=	NW_019645965.1	Primary Assembly	33549	na
Contig78916	unplaced-scaffold	na	na	PJAA01004351.1	=	NW_019645966.1	Primary Assembly	4684	na
Contig79078	unplaced-scaffold	na	na	PJAA01004352.1	=	NW_019645969.1	Primary Assembly	5665	na
